rank,image_id,image_path,resnet50_raw
1,6_2,data/raw/6_2.png,100.0
2,7_19,data/raw/7_19.png,100.0
3,p03_s07,data/raw/p03_s07.png,100.0
4,p05_s29,data/raw/p05_s29.png,100.0
5,p06_s04,data/raw/p06_s04.png,100.0
6,p06_s15,data/raw/p06_s15.png,100.0
7,p06_s16,data/raw/p06_s16.png,100.0
8,p06_s23,data/raw/p06_s23.png,100.0
9,p06_s27,data/raw/p06_s27.png,100.0
10,p06_s28,data/raw/p06_s28.png,100.0
11,p07_s18,data/raw/p07_s18.png,100.0
12,p7_seed14,data/raw/p7_seed14.jpg,100.0
13,p9_seed1,data/raw/p9_seed1.jpg,100.0
14,p04_s27,data/raw/p04_s27.png,99.74787831306458
15,p08_s21,data/raw/p08_s21.png,99.44876432418825
16,5_2,data/raw/5_2.png,99.22930002212524
17,p08_s24,data/raw/p08_s24.png,99.11859035491943
18,p08_s17,data/raw/p08_s17.png,99.04865622520448
19,7_15,data/raw/7_15.png,98.85305762290956
20,p9_seed21,data/raw/p9_seed21.jpg,98.4279453754425
21,p03_s24,data/raw/p03_s24.png,98.4033226966858
22,6_1,data/raw/6_1.png,98.29561114311218
23,p09_s12,data/raw/p09_s12.png,98.06295037269592
24,p03_s15,data/raw/p03_s15.png,97.98440337181091
25,p00_s13,data/raw/p00_s13.png,97.9416847229004
26,7_0,data/raw/7_0.png,97.6979911327362
27,p7_seed2,data/raw/p7_seed2.jpg,97.28658199310304
28,p06_s10,data/raw/p06_s10.png,97.2107470035553
29,p02_s28,data/raw/p02_s28.png,97.11622595787048
30,p03_s12,data/raw/p03_s12.png,97.06294536590576
31,6_0,data/raw/6_0.png,97.00188040733336
32,p01_s24,data/raw/p01_s24.png,96.57151103019714
33,p00_s12,data/raw/p00_s12.png,96.39003276824953
34,p03_s01,data/raw/p03_s01.png,96.08156681060792
35,p01_s09,data/raw/p01_s09.png,96.08034491539
36,p08_s22,data/raw/p08_s22.png,95.8690881729126
37,p08_s03,data/raw/p08_s03.png,95.58001160621644
38,p00_s14,data/raw/p00_s14.png,95.09020447731018
39,p08_s02,data/raw/p08_s02.png,95.05688548088074
40,p00_s23,data/raw/p00_s23.png,94.97788548469543
41,p01_s11,data/raw/p01_s11.png,94.87404227256776
42,p00_s06,data/raw/p00_s06.png,94.77322697639464
43,p00_s24,data/raw/p00_s24.png,94.4641649723053
44,p09_s23,data/raw/p09_s23.png,94.2628800868988
45,p08_s18,data/raw/p08_s18.png,94.13806200027466
46,p00_s02,data/raw/p00_s02.png,93.9801037311554
47,p00_s17,data/raw/p00_s17.png,93.91254186630248
48,p01_s17,data/raw/p01_s17.png,93.85597109794617
