rank,image_id,image_path,resnet18_confidence
1,6_2,data/raw/6_2.png,100.0
2,p03_s01,data/raw/p03_s01.png,100.0
3,p07_s20,data/raw/p07_s20.png,100.0
4,p07_s26,data/raw/p07_s26.png,100.0
5,p09_s12,data/raw/p09_s12.png,100.0
6,p7_seed28,data/raw/p7_seed28.jpg,100.0
7,p9_seed21,data/raw/p9_seed21.jpg,100.0
8,p04_s06,data/raw/p04_s06.png,98.40850391234808
9,p00_s06,data/raw/p00_s06.png,97.0852939624791
10,p01_s09,data/raw/p01_s09.png,94.28478754722232
11,p01_s22,data/raw/p01_s22.png,93.75027608206788
12,p03_s07,data/raw/p03_s07.png,93.58913609895608
13,p04_s00,data/raw/p04_s00.png,93.411303417533
14,p08_s01,data/raw/p08_s01.png,92.64080906947189
15,p07_s23,data/raw/p07_s23.png,91.531541770371
16,p06_s15,data/raw/p06_s15.png,91.49898336621445
17,6_1,data/raw/6_1.png,91.43078402628495
18,p01_s17,data/raw/p01_s17.png,90.8852955159545
19,p9_seed1,data/raw/p9_seed1.jpg,90.84119641549012
20,7_9,data/raw/7_9.png,90.2452412023417
21,p07_s18,data/raw/p07_s18.png,90.13171104233494
22,p03_s12,data/raw/p03_s12.png,89.81485737551859
23,p03_s00,data/raw/p03_s00.png,89.56897611621413
24,p01_s21,data/raw/p01_s21.png,88.4743933824751
25,p07_s07,data/raw/p07_s07.png,88.31138103257092
26,p03_s28,data/raw/p03_s28.png,88.27864214902317
27,p9_seed3,data/raw/p9_seed3.jpg,88.17336098920772
28,p08_s22,data/raw/p08_s22.png,87.9032500029938
29,p03_s17,data/raw/p03_s17.png,87.54805587982442
30,p04_s21,data/raw/p04_s21.png,87.10062289145615
31,p06_s24,data/raw/p06_s24.png,86.98445776290292
32,5_21,data/raw/5_21.png,86.74810822541188
33,p01_s24,data/raw/p01_s24.png,86.74641273680237
34,p03_s19,data/raw/p03_s19.png,86.5500226167974
35,p00_s20,data/raw/p00_s20.png,86.38057870935236
36,p08_s24,data/raw/p08_s24.png,86.36915604977531
37,p03_s23,data/raw/p03_s23.png,86.03290328332763
38,p7_seed2,data/raw/p7_seed2.jpg,85.84130788174409
39,p9_seed5,data/raw/p9_seed5.jpg,85.61063782265616
40,p7_seed9,data/raw/p7_seed9.jpg,85.33989423281714
41,p08_s16,data/raw/p08_s16.png,85.0189322874461
42,p03_s25,data/raw/p03_s25.png,84.10336600154362
43,p08_s17,data/raw/p08_s17.png,83.4876932810404
44,p07_s00,data/raw/p07_s00.png,83.24331293847523
45,p05_s19,data/raw/p05_s19.png,82.80264609404118
46,p02_s27,data/raw/p02_s27.png,82.59342292096565
47,p7_seed29,data/raw/p7_seed29.jpg,82.47591795220451
48,p01_s19,data/raw/p01_s19.png,82.47276078914791
49,p09_s23,data/raw/p09_s23.png,82.36820500050646
50,p02_s05,data/raw/p02_s05.png,82.25257198473274
51,p05_s08,data/raw/p05_s08.png,82.09540661176757
52,p00_s07,data/raw/p00_s07.png,82.06808800295784
53,p00_s14,data/raw/p00_s14.png,82.0646480991634
54,p02_s14,data/raw/p02_s14.png,81.96072667074095
55,7_5,data/raw/7_5.png,81.8291642213613
56,p6_seed29,data/raw/p6_seed29.jpg,81.64540439593617
57,p08_s05,data/raw/p08_s05.png,81.48386066268563
58,p04_s13,data/raw/p04_s13.png,81.39300512771509
59,p00_s02,data/raw/p00_s02.png,81.28203599364443
60,p01_s10,data/raw/p01_s10.png,81.22803447804516
61,8_9,data/raw/8_9.png,81.15396388273192
62,p05_s09,data/raw/p05_s09.png,80.91924101207357
63,p9_seed29,data/raw/p9_seed29.jpg,80.82132942538446
64,p07_s14,data/raw/p07_s14.png,80.4678073342806
65,p05_s25,data/raw/p05_s25.png,80.4546881072448
66,p8_seed7,data/raw/p8_seed7.jpg,80.31339047265699
67,p06_s13,data/raw/p06_s13.png,79.9691983475414
68,p03_s04,data/raw/p03_s04.png,79.96198803811247
69,p7_seed0,data/raw/p7_seed0.jpg,79.88403073544845
70,p8_seed16,data/raw/p8_seed16.jpg,79.6605420239169
71,p05_s11,data/raw/p05_s11.png,79.63377881019092
72,6_3,data/raw/6_3.png,79.5827456507898
73,p05_s24,data/raw/p05_s24.png,79.57690819227172
74,p00_s18,data/raw/p00_s18.png,79.31980537259389
75,p01_s05,data/raw/p01_s05.png,79.23276924875641
76,7_19,data/raw/7_19.png,79.12797779190481
77,p01_s11,data/raw/p01_s11.png,79.05543772793045
78,p00_s28,data/raw/p00_s28.png,78.70495513553095
79,p00_s08,data/raw/p00_s08.png,78.57280988168601
80,p04_s17,data/raw/p04_s17.png,78.40057559476847
81,p05_s22,data/raw/p05_s22.png,78.39805389083025
82,5_4,data/raw/5_4.png,78.36697115428424
83,p6_seed27,data/raw/p6_seed27.jpg,78.36209710691682
84,6_0,data/raw/6_0.png,78.06013198172799
85,4_27,data/raw/4_27.png,78.02652222866907
86,p06_s01,data/raw/p06_s01.png,77.94329802756293
87,p06_s27,data/raw/p06_s27.png,77.94277474528583
88,p02_s16,data/raw/p02_s16.png,77.93576848275003
89,p09_s19,data/raw/p09_s19.png,77.87980746315452
90,p05_s04,data/raw/p05_s04.png,77.87791381526546
91,p07_s01,data/raw/p07_s01.png,77.70765308926953
92,5_27,data/raw/5_27.png,77.44627577338262
93,p01_s01,data/raw/p01_s01.png,77.29640680720918
94,p02_s19,data/raw/p02_s19.png,77.2517949595257
95,p8_seed12,data/raw/p8_seed12.jpg,77.1908117606914
96,p04_s14,data/raw/p04_s14.png,77.13131280273394
97,p03_s06,data/raw/p03_s06.png,76.74318290212999
98,p01_s03,data/raw/p01_s03.png,76.70982168602308
99,p9_seed28,data/raw/p9_seed28.jpg,76.574380145291
100,5_23,data/raw/5_23.png,76.52887159994341
