image_id,image_path,model,raw_quality_score,tta_mean,tta_std,uncertainty_normalized,confidence_adjusted_score
4_25,data/raw/4_25.png,resnet18,83.02236795425415,81.48343086242676,3.191802599720285,0.30368372074807964,56.7382393988061
4_27,data/raw/4_27.png,resnet18,89.06731605529785,89.44773554801941,1.342015107955454,0.12768588549923598,78.02652222866907
4_28,data/raw/4_28.png,resnet18,91.83104038238524,89.5714282989502,5.13967462189876,0.48901379826856445,45.76976393014017
5_0,data/raw/5_0.png,resnet18,79.004567861557,81.2220549583435,4.56637649389306,0.4344674085181653,45.93371922607201
5_11,data/raw/5_11.png,resnet18,82.45583772659302,81.8710196018219,1.3770246840671965,0.1310168679153662,71.14453504055363
5_14,data/raw/5_14.png,resnet18,62.9132866859436,64.54402208328247,3.5747449658705204,0.34011873167098833,42.59139115537217
5_18,data/raw/5_18.png,resnet18,89.71951603889465,88.01158666610718,2.451394179054984,0.23323763987811832,67.48397191017587
5_2,data/raw/5_2.png,resnet18,100.0,97.51846313476562,4.675881980127243,0.44488629642333793,54.133835237843925
5_20,data/raw/5_20.png,resnet18,77.6341199874878,77.45337009429932,0.3754231751513867,0.03571959829064066,74.68676682827463
5_22,data/raw/5_22.png,resnet18,86.08989715576172,84.0827751159668,2.139553463117119,0.203567587944125,66.96624739796114
5_24,data/raw/5_24.png,resnet18,93.14497709274292,91.3701057434082,3.4350745421433446,0.32682980397864086,61.50763199378242
5_26,data/raw/5_26.png,resnet18,79.81473207473755,80.9137225151062,1.4411871010689603,0.13712159429443274,69.81870388353751
5_27,data/raw/5_27.png,resnet18,81.94776773452759,81.44155859947205,0.5156036277410284,0.049057052625160864,77.44627577338262
5_28,data/raw/5_28.png,resnet18,82.5059175491333,83.17839622497559,2.0920719846192704,0.1990499676946427,66.62173914350201
5_29,data/raw/5_29.png,resnet18,91.80445075035097,89.00773048400879,5.331535877530256,0.5072684171421368,43.85691992797174
5_4,data/raw/5_4.png,resnet18,86.03965044021606,85.98634481430054,0.931331509603746,0.08861143797275477,78.36697115428424
5_5,data/raw/5_5.png,resnet18,75.75774788856506,74.88145232200623,1.6430687677209976,0.1563296041146788,63.1752645249748
