image_id,image_path,model,raw_quality_score,tta_mean,tta_std
4_25,data/raw/4_25.png,resnet18,83.02236795425415,81.48343086242676,3.1918025997202855
4_27,data/raw/4_27.png,resnet18,89.06731605529785,89.44773554801941,1.342015107955454
4_28,data/raw/4_28.png,resnet18,91.83104038238525,89.5714282989502,5.1396746218987595
5_0,data/raw/5_0.png,resnet18,79.004567861557,81.2220549583435,4.56637649389306
5_11,data/raw/5_11.png,resnet18,82.45583772659302,81.8710196018219,1.3770246840671965
5_14,data/raw/5_14.png,resnet18,62.9132866859436,64.54402208328247,3.5747449658705204
5_18,data/raw/5_18.png,resnet18,89.71951603889465,88.01158666610718,2.4513941790549834
5_2,data/raw/5_2.png,resnet18,100.0,97.51846313476562,4.675881980127243
5_20,data/raw/5_20.png,resnet18,77.6341199874878,77.45337009429932,0.37542317515138673
5_22,data/raw/5_22.png,resnet18,86.08989715576172,84.0827751159668,2.139553463117119
5_24,data/raw/5_24.png,resnet18,93.14497709274292,91.3701057434082,3.4350745421433446
5_26,data/raw/5_26.png,resnet18,79.81473207473755,80.9137225151062,1.4411871010689605
5_27,data/raw/5_27.png,resnet18,81.94776773452759,81.44155859947205,0.5156036277410284
5_28,data/raw/5_28.png,resnet18,82.5059175491333,83.17839622497559,2.0920719846192704
5_29,data/raw/5_29.png,resnet18,91.80445075035095,89.00773048400879,5.331535877530256
5_4,data/raw/5_4.png,resnet18,86.03965044021606,85.98634481430054,0.9313315096037459
5_5,data/raw/5_5.png,resnet18,75.75774788856506,74.88145232200623,1.6430687677209976
5_6,data/raw/5_6.png,resnet18,88.3923590183258,85.56991457939148,5.893726775833609
5_7,data/raw/5_7.png,resnet18,86.66819334030151,84.75515246391296,3.7224301104529234
5_9,data/raw/5_9.png,resnet18,85.52412986755371,82.26473093032837,7.069332692132745
6_0,data/raw/6_0.png,resnet18,87.21416592597961,86.75375699996948,1.0532394668513765
6_1,data/raw/6_1.png,resnet18,94.62538957595825,94.3065333366394,0.3204968430305355
6_3,data/raw/6_3.png,resnet18,92.817223072052,92.20815658569336,1.4390990786642124
7_0,data/raw/7_0.png,resnet18,80.26183843612671,79.93221402168274,1.0440534030423292
7_10,data/raw/7_10.png,resnet18,75.98756551742554,75.7812774181366,2.3111663861850515
7_11,data/raw/7_11.png,resnet18,60.05294919013977,60.49947261810303,1.6336437298890298
7_12,data/raw/7_12.png,resnet18,79.10915613174438,79.62360382080078,1.6290484615373635
7_13,data/raw/7_13.png,resnet18,72.21425175666809,69.88320708274841,5.062437009866196
7_15,data/raw/7_15.png,resnet18,87.6956582069397,88.45060110092163,2.1688172463188153
7_19,data/raw/7_19.png,resnet18,100.0,98.9473819732666,2.105236053466797
7_2,data/raw/7_2.png,resnet18,71.78586721420288,73.63092422485352,3.4604946029715506
7_20,data/raw/7_20.png,resnet18,77.8138279914856,75.91688394546509,3.1764805798104
7_21,data/raw/7_21.png,resnet18,90.45908451080322,88.41093063354492,4.456649106028469
7_22,data/raw/7_22.png,resnet18,80.5715560913086,79.38313126564026,1.49294175807514
7_23,data/raw/7_23.png,resnet18,79.39977049827576,80.20344376564026,1.6581570340206717
7_25,data/raw/7_25.png,resnet18,67.18612909317017,69.30690884590149,5.501811045881371
7_28,data/raw/7_28.png,resnet18,74.86661076545715,73.57923626899719,2.1673508123028835
7_29,data/raw/7_29.png,resnet18,77.50219106674194,77.579345703125,1.7936494121989854
7_4,data/raw/7_4.png,resnet18,71.59065008163452,70.80984234809875,1.4315740577491731
7_5,data/raw/7_5.png,resnet18,85.08955240249634,84.6729588508606,0.35299455456711537
7_7,data/raw/7_7.png,resnet18,76.92924737930298,75.83693385124207,2.2283071811287147
7_9,data/raw/7_9.png,resnet18,91.96091890335083,92.40585923194885,0.24574970122293943
8_1,data/raw/8_1.png,resnet18,63.265371322631836,64.19965386390686,1.881032974428714
8_10,data/raw/8_10.png,resnet18,70.13158798217773,71.023930311203,1.778300941441833
8_12,data/raw/8_12.png,resnet18,77.67590284347534,77.08817481994629,1.6468605685445796
8_13,data/raw/8_13.png,resnet18,60.78164577484131,61.965248584747314,2.695520925682757
8_14,data/raw/8_14.png,resnet18,64.06192183494568,63.79242181777954,1.1065431333251559
8_17,data/raw/8_17.png,resnet18,44.042593240737915,46.51898503303528,3.896881073553011
8_18,data/raw/8_18.png,resnet18,66.53037071228027,66.81245923042297,1.1791017993365989
8_19,data/raw/8_19.png,resnet18,49.190154671669006,48.91135215759277,1.6224928312081361
8_2,data/raw/8_2.png,resnet18,72.36676812171936,74.08107399940491,3.514148623086409
8_20,data/raw/8_20.png,resnet18,65.02175331115723,63.269513845443726,2.827227294926313
8_21,data/raw/8_21.png,resnet18,65.94330668449402,67.1080732345581,3.1743156464375457
8_22,data/raw/8_22.png,resnet18,81.76250457763672,77.07541465759277,8.579053845024708
8_23,data/raw/8_23.png,resnet18,73.44968914985657,73.276526927948,2.56814529955887
8_26,data/raw/8_26.png,resnet18,68.05805563926697,66.61290049552917,2.8520321942897136
8_27,data/raw/8_27.png,resnet18,69.26341652870178,70.80729961395264,2.2428720317346653
8_28,data/raw/8_28.png,resnet18,75.70991516113281,71.20289325714111,8.954128400966734
8_29,data/raw/8_29.png,resnet18,70.49656510353088,71.5550434589386,2.3131846149757114
8_4,data/raw/8_4.png,resnet18,38.48070800304413,40.503366589546204,4.204436926535801
8_7,data/raw/8_7.png,resnet18,65.61071872711182,64.68703150749207,2.1543840139692856
8_9,data/raw/8_9.png,resnet18,94.44847106933594,93.47980260848999,1.385840364804059
p00_s01,data/raw/p00_s01.png,resnet18,90.16009569168091,86.90430402755737,5.272624996064168
p00_s02,data/raw/p00_s02.png,resnet18,91.68277382850647,91.17084622383118,1.1399940095985788
p00_s03,data/raw/p00_s03.png,resnet18,88.19817304611206,90.40958523750305,4.7979743599708895
p00_s04,data/raw/p00_s04.png,resnet18,97.86550998687744,94.37582492828369,7.01178346200598
p00_s07,data/raw/p00_s07.png,resnet18,100.0,99.09695386886597,1.8060922622680664
p00_s09,data/raw/p00_s09.png,resnet18,80.47443628311157,80.9571623802185,1.4705942178831426
p00_s11,data/raw/p00_s11.png,resnet18,70.525062084198,73.98865461349487,7.516766156138339
p00_s12,data/raw/p00_s12.png,resnet18,93.36914420127869,93.15024137496948,2.163782118394767
p00_s14,data/raw/p00_s14.png,resnet18,84.72319841384888,85.10444164276123,0.37541046409621487
p00_s16,data/raw/p00_s16.png,resnet18,82.25963115692139,81.35980725288391,1.6323344682520817
p00_s17,data/raw/p00_s17.png,resnet18,87.29122877120972,87.53116011619568,1.4252729691943324
p00_s19,data/raw/p00_s19.png,resnet18,88.91775608062744,87.33092427253723,3.5984894312814313
p00_s21,data/raw/p00_s21.png,resnet18,81.11687898635864,83.51421356201172,4.166002781144318
p00_s22,data/raw/p00_s22.png,resnet18,82.53742456436157,84.53312158584595,3.4004051562759257
p00_s23,data/raw/p00_s23.png,resnet18,83.99150371551514,85.77190637588501,3.07476227581581
p00_s24,data/raw/p00_s24.png,resnet18,86.75477504730225,85.09631752967834,2.9293228587473847
p00_s25,data/raw/p00_s25.png,resnet18,81.06998205184937,82.9281234741211,2.2909501293048598
p00_s27,data/raw/p00_s27.png,resnet18,85.29460430145264,84.46794629096985,1.6855209041913
p00_s28,data/raw/p00_s28.png,resnet18,81.91877007484436,81.54654741287231,0.36624415123704346
p00_s29,data/raw/p00_s29.png,resnet18,91.03049039840698,88.87710928916931,5.462017575829003
p01_s00,data/raw/p01_s00.png,resnet18,53.18255424499512,53.62566828727722,1.5688233346601925
p01_s04,data/raw/p01_s04.png,resnet18,79.02039289474487,79.23106074333191,0.6966376491891176
p01_s05,data/raw/p01_s05.png,resnet18,95.1604962348938,95.04975318908691,1.7489894609634995
p01_s06,data/raw/p01_s06.png,resnet18,93.27258467674255,92.1912169456482,2.446137051500057
p01_s08,data/raw/p01_s08.png,resnet18,84.98173952102661,83.96935105323792,1.4503917902091135
p01_s09,data/raw/p01_s09.png,resnet18,99.42100048065186,99.59828853607178,0.5607165855451531
p01_s10,data/raw/p01_s10.png,resnet18,89.82652425765991,89.71014499664307,0.993749402585408
p01_s11,data/raw/p01_s11.png,resnet18,88.74947428703308,87.90653347969055,1.05825516547091
p01_s13,data/raw/p01_s13.png,resnet18,80.35562038421631,79.35525178909302,2.6470610649491615
p01_s14,data/raw/p01_s14.png,resnet18,82.58464336395264,83.71956586837769,2.3543268735867784
p01_s15,data/raw/p01_s15.png,resnet18,61.18338108062744,62.60551929473877,2.351954271305865
p01_s17,data/raw/p01_s17.png,resnet18,99.31341409683228,98.82098197937012,0.8440143835275548
p01_s18,data/raw/p01_s18.png,resnet18,87.38410472869873,87.32954144477844,1.575095418878686
p01_s19,data/raw/p01_s19.png,resnet18,85.07933616638184,84.98984813690186,0.31127607796557766
p01_s20,data/raw/p01_s20.png,resnet18,85.29987931251526,84.32497382164001,1.4087876037925424
p01_s21,data/raw/p01_s21.png,resnet18,90.74609279632568,90.76509833335876,0.26525573616953235
p01_s22,data/raw/p01_s22.png,resnet18,99.41728115081787,99.13431167602539,0.5708190247459157
p01_s23,data/raw/p01_s23.png,resnet18,94.90829706192017,96.71808362007141,2.6582717573481496
p01_s24,data/raw/p01_s24.png,resnet18,96.09251618385315,95.74161767959595,0.9874720540810926
p01_s26,data/raw/p01_s26.png,resnet18,82.62208700180054,81.98633193969727,2.157162699630245
p01_s27,data/raw/p01_s27.png,resnet18,78.11881303787231,80.53487539291382,4.859330734460713
p01_s29,data/raw/p01_s29.png,resnet18,69.76592540740967,68.4792697429657,2.753525253901671
p02_s00,data/raw/p02_s00.png,resnet18,78.50106954574585,76.67565941810608,3.7902387592888354
p02_s01,data/raw/p02_s01.png,resnet18,82.66584277153015,84.8176658153534,4.881536278522287
p02_s02,data/raw/p02_s02.png,resnet18,83.15110206604004,81.18385791778564,3.334541863989597
p02_s03,data/raw/p02_s03.png,resnet18,83.78527164459229,83.48822951316833,0.9033419498029686
p02_s05,data/raw/p02_s05.png,resnet18,95.84096670150757,95.1584541797638,1.4254593285377435
p02_s07,data/raw/p02_s07.png,resnet18,94.98686790466309,93.4641981124878,2.4450842813333904
p02_s08,data/raw/p02_s08.png,resnet18,98.19985628128052,96.57102704048157,3.1463133484872783
p02_s09,data/raw/p02_s09.png,resnet18,85.02591252326965,84.31790471076965,2.398656023779486
p02_s10,data/raw/p02_s10.png,resnet18,94.75027322769165,91.77417516708374,5.758286298713902
p02_s11,data/raw/p02_s11.png,resnet18,100.0,98.26562881469727,3.4687423706054688
p02_s12,data/raw/p02_s12.png,resnet18,88.5124683380127,89.30505514144897,2.21481114417945
p02_s13,data/raw/p02_s13.png,resnet18,91.13469123840332,89.81220364570618,2.9174184401113665
p02_s15,data/raw/p02_s15.png,resnet18,82.63123631477356,80.39604425430298,2.982664258931722
p02_s16,data/raw/p02_s16.png,resnet18,84.3184232711792,83.87382745742798,0.7441021459720554
p02_s18,data/raw/p02_s18.png,resnet18,73.98867607116699,75.72291374206543,2.9849194376226325
p02_s20,data/raw/p02_s20.png,resnet18,87.78350949287415,86.03036999702454,3.8863005791279592
p02_s21,data/raw/p02_s21.png,resnet18,66.52388572692871,69.81668472290039,7.836230695373183
p02_s22,data/raw/p02_s22.png,resnet18,71.39521837234497,71.63242101669312,1.733939180422706
p02_s24,data/raw/p02_s24.png,resnet18,89.28390741348267,87.36169576644897,3.851815757943864
p02_s28,data/raw/p02_s28.png,resnet18,88.74942064285278,89.97279524803162,3.306789978565135
p02_s29,data/raw/p02_s29.png,resnet18,88.52578997612,85.43670415878296,5.301460075585094
p03_s01,data/raw/p03_s01.png,resnet18,100.0,100.0,0.0
p03_s02,data/raw/p03_s02.png,resnet18,100.0,97.19712972640991,5.311071291290901
p03_s03,data/raw/p03_s03.png,resnet18,77.99675464630127,80.46725869178772,4.625284262204795
p03_s04,data/raw/p03_s04.png,resnet18,88.14021348953247,87.08485722541809,0.8596602320737429
p03_s07,data/raw/p03_s07.png,resnet18,100.0,99.62877750396729,0.6371487930950915
p03_s08,data/raw/p03_s08.png,resnet18,84.96296405792236,83.86123061180115,1.5056045724349216
p03_s09,data/raw/p03_s09.png,resnet18,77.22589373588562,76.9343113899231,1.7014565147808371
p03_s10,data/raw/p03_s10.png,resnet18,78.57980132102966,79.9537181854248,2.158693195097811
p03_s11,data/raw/p03_s11.png,resnet18,85.43272018432617,85.88636875152588,1.2541860344120528
p03_s12,data/raw/p03_s12.png,resnet18,97.04748392105103,97.49962091445923,0.8284038220708756
p03_s14,data/raw/p03_s14.png,resnet18,94.66515183448792,95.84843397140503,2.1503205392725007
p03_s15,data/raw/p03_s15.png,resnet18,74.12794828414917,75.43360114097595,2.2677685685882008
p03_s16,data/raw/p03_s16.png,resnet18,88.42633962631226,86.29558205604553,4.0781871656515145
p03_s17,data/raw/p03_s17.png,resnet18,98.93300533294678,98.24677228927612,1.1445318871913388
p03_s18,data/raw/p03_s18.png,resnet18,95.11978030204773,93.86332631111145,2.060020819002755
p03_s20,data/raw/p03_s20.png,resnet18,81.66767358779907,83.07681798934937,3.0550822262169812
p03_s21,data/raw/p03_s21.png,resnet18,82.5468361377716,85.66879630088806,6.6656866173732645
p03_s22,data/raw/p03_s22.png,resnet18,94.02672052383423,92.54345297813416,2.8638341079057157
p03_s23,data/raw/p03_s23.png,resnet18,92.92199611663818,92.95440435409546,0.7826089864946556
p03_s24,data/raw/p03_s24.png,resnet18,88.88003826141357,89.15331602096558,1.7303336434818637
